taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
1336	species	Streptococcus equi	40	5	7	6	6.0	5.90	0.44	[5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6]
380749	species	Hydrogenobaculum sp. Y04AAS1	1	2	2	2	2	2.00	0.00	[2]
447217	species	Anaeromyxobacter sp. K	1	2	2	2	2	2.00	0.00	[2]
920	species	Acidithiobacillus ferrooxidans	5	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2]
94694	species	Desulfurococcus amylolyticus	2	1	1	1	1.0	1.00	0.00	[1, 1]
35786	species	Coprothermobacter proteolyticus	1	2	2	2	2	2.00	0.00	[2]
14	species	Dictyoglomus thermophilum	1	2	2	2	2	2.00	0.00	[2]
28262	species	Thermodesulfovibrio yellowstonii	1	1	1	1	1	1.00	0.00	[1]
168471	species	Laribacter hongkongensis	3	7	7	7	7	7.00	0.00	[7, 7, 7]
354	species	Azotobacter vinelandii	6	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6, 6, 6]
2130	species	Ureaplasma urealyticum	5	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2]
2421	species	Thermosipho africanus	1	3	3	3	3	3.00	0.00	[3]
33996	species	Gluconacetobacter diazotrophicus	2	4	4	4	4.0	4.00	0.00	[4, 4]
40137	species	Afipia carboxidovorans	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
28025	species	Bifidobacterium animalis	42	2	5	4	4.0	3.79	0.64	[2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3, 4, 3, 4, 4, 5]
47589	species	Rickettsia peacockii	1	1	1	1	1	1.00	0.00	[1]
309806	species	Sulfurihydrogenibium azorense	1	2	2	2	2	2.00	0.00	[2]
309805	species	Persephonella marina	1	2	2	2	2	2.00	0.00	[2]
513050	species	Dictyoglomus turgidum	1	2	2	2	2	2.00	0.00	[2]
500	species	Thermomicrobium roseum	1	2	2	2	2	2.00	0.00	[2]
244787	species	Nautilia profundicola	1	4	4	4	4	4.00	0.00	[4]
199596	species	Methylocella silvestris	1	2	2	2	2	2.00	0.00	[2]
164330	species	Thauera aminoaromatica	1	4	4	4	4	4.00	0.00	[4]
2546366	species	Rippkaea orientalis	1	2	2	2	2	2.00	0.00	[2]
2546356	species	Gloeothece citriformis	1	3	3	3	3	3.00	0.00	[3]
1061	species	Rhodobacter capsulatus	3	4	4	4	4	4.00	0.00	[4, 4, 4]
738	species	Glaesserella parasuis	27	6	6	6	6	6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
218208	species	Desulfatibacillum aliphaticivorans	1	2	2	2	2	2.00	0.00	[2]
152260	species	Chloroflexus aggregans	1	3	3	3	3	3.00	0.00	[3]
475088	species	Methanosphaerula palustris	1	3	3	3	3	3.00	0.00	[3]
1033854	species	Thioalkalivibrio sulfidiphilus	1	1	1	1	1	1.00	0.00	[1]
85085	species	Pseudarthrobacter chlorophenolicus	1	5	5	5	5	5.00	0.00	[5]
1521	species	Ruminiclostridium cellulolyticum	1	8	8	8	8	8.00	0.00	[8]
114616	species	Methylobacterium nodulans	2	6	7	7	6.5	6.50	0.50	[7, 6]
2247	species	Halorubrum lacusprofundi	1	3	3	3	3	3.00	0.00	[3]
1203471	species	Geotalea daltonii	1	2	2	2	2	2.00	0.00	[2]
66084	species	Wolbachia sp. wRi	1	1	1	1	1	1.00	0.00	[1]
721785	species	[Acidovorax] ebreus	1	3	3	3	3	3.00	0.00	[3]
31899	species	Caldicellulosiruptor bescii	1	3	3	3	3	3.00	0.00	[3]
187878	species	Thermococcus gammatolerans	1	1	1	1	1	1.00	0.00	[1]
43080	species	Sulfolobus islandicus	15	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
950	species	Neorickettsia risticii	1	1	1	1	1	1.00	0.00	[1]
172049	species	Thermococcus sibiricus	1	1	1	1	1	1.00	0.00	[1]
33075	species	Acidobacterium capsulatum	1	1	1	1	1	1.00	0.00	[1]
624186	species	Blattabacterium sp. (Blattella germanica)	1	1	1	1	1	1.00	0.00	[1]
337	species	Burkholderia glumae	52	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
33045	species	Bartonella grahamii	3	2	2	2	2	2.00	0.00	[2, 2, 2]
444163	species	Brucella microti	1	3	3	3	3	3.00	0.00	[3]
782	species	Rickettsia prowazekii	10	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
67780	species	Edwardsiella ictaluri	20	7	9	8	8.0	8.00	0.45	[8, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 7, 8, 7]
169292	species	Corynebacterium aurimucosum	4	3	4	3	3.5	3.50	0.50	[3, 3, 4, 4]
732	species	Aggregatibacter aphrophilus	5	6	6	6	6	6.00	0.00	[6, 6, 6, 6, 6]
35788	species	Rickettsia africae	1	1	1	1	1	1.00	0.00	[1]
2426	species	Teredinibacter turnerae	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
360911	species	Exiguobacterium sp. AT1b	1	9	9	9	9	9.00	0.00	[9]
43948	species	Tolumonas auensis	1	8	8	8	8	8.00	0.00	[8]
84757	species	Beutenbergia cavernae	1	2	2	2	2	2.00	0.00	[2]
94254	species	Dyadobacter fermentans	1	4	4	4	4	4.00	0.00	[4]
161879	species	Corynebacterium kroppenstedtii	2	3	3	3	3.0	3.00	0.00	[3, 3]
1270	species	Micrococcus luteus	17	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
899	species	Desulfomicrobium baculatum	1	2	2	2	2	2.00	0.00	[2]
40567	species	Actinosynnema mirum	1	5	5	5	5	5.00	0.00	[5]
53635	species	Acidimicrobium ferrooxidans	1	2	2	2	2	2.00	0.00	[2]
1018	species	Capnocytophaga ochracea	6	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4]
651457	species	Kosmotoga olearia	1	2	2	2	2	2.00	0.00	[2]
43669	species	Brachybacterium faecium	1	3	3	3	3	3.00	0.00	[3]
880	species	Maridesulfovibrio salexigens	1	5	5	5	5	5.00	0.00	[5]
398743	species	Zunongwangia profunda	1	3	3	3	3	3.00	0.00	[3]
69223	species	Musicola paradisiaca	1	7	7	7	7	7.00	0.00	[7]
556	species	Dickeya chrysanthemi	1	7	7	7	7	7.00	0.00	[7]
324057	species	Paenibacillus sp. JDR-2	1	12	12	12	12	12.00	0.00	[12]
554	species	Pectobacterium carotovorum	12	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
359408	species	Methylotenera mobilis	1	2	2	2	2	2.00	0.00	[2]
266009	species	Methylovorus glucosotrophus	1	2	2	2	2	2.00	0.00	[2]
34021	species	Candidatus Liberibacter asiaticus	12	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
2724	species	Hirschia baltica	1	2	2	2	2	2.00	0.00	[2]
984	species	Pedobacter heparinus	1	3	3	3	3	3.00	0.00	[3]
84163	species	Cryptobacterium curtum	1	3	3	3	3	3.00	0.00	[3]
1852	species	Saccharomonospora viridis	1	3	3	3	3	3.00	0.00	[3]
84110	species	Slackia heliotrinireducens	2	2	2	2	2.0	2.00	0.00	[2, 2]
40542	species	Leptotrichia buccalis	1	5	5	5	5	5.00	0.00	[5]
1276	species	Kytococcus sedentarius	3	2	2	2	2	2.00	0.00	[2, 2, 2]
146826	species	Halorhabdus utahensis	1	1	1	1	1	1.00	0.00	[1]
57705	species	Halomicrobium mukohataei	2	3	3	3	3.0	3.00	0.00	[3, 3]
83171	species	Methanocaldococcus fervens	1	2	2	2	2	2.00	0.00	[2]
79329	species	Chitinophaga pinensis	1	6	6	6	6	6.00	0.00	[6]
304895	species	Catenulispora acidiphila	1	3	3	3	3	3.00	0.00	[3]
43674	species	Jonesia denitrificans	4	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5]
261964	species	Kangiella koreensis	1	2	2	2	2	2.00	0.00	[2]
33034	species	Anaerococcus prevotii	1	4	4	4	4	4.00	0.00	[4]
252307	species	Robiginitalea biformata	1	2	2	2	2	2.00	0.00	[2]
83816	species	Methanobrevibacter ruminantium	1	2	2	2	2	2.00	0.00	[2]
58138	species	Desulfofarcimen acetoxidans	1	10	10	10	10	10.00	0.00	[10]
1382	species	Lancefieldella parvula	1	1	1	1	1	1.00	0.00	[1]
84112	species	Eggerthella lenta	10	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
405212	species	Alicyclobacillus acidocaldarius	2	6	6	6	6.0	6.00	0.00	[6, 6]
45663	species	Desulfohalobium retbaense	1	2	2	2	2	2.00	0.00	[2]
182640	species	Kribbella flavida	1	2	2	2	2	2.00	0.00	[2]
53461	species	Nakamurella multipartita	1	2	2	2	2	2.00	0.00	[2]
2020	species	Thermomonospora curvata	1	4	4	4	4	4.00	0.00	[4]
826	species	Sebaldella termitidis	1	4	4	4	4	4.00	0.00	[4]
277	species	Meiothermus ruber	1	2	2	2	2	2.00	0.00	[2]
1689	species	Bifidobacterium dentium	5	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4]
767892	species	Candidatus Puniceispirillum marinum	1	1	1	1	1	1.00	0.00	[1]
769	species	Anaplasma centrale	1	1	1	1	1	1.00	0.00	[1]
283811	species	Stackebrandtia nassauensis	1	2	2	2	2	2.00	0.00	[2]
34105	species	Streptobacillus moniliformis	2	5	5	5	5.0	5.00	0.00	[5, 5]
42838	species	Ammonifex degensii	1	2	2	2	2	2.00	0.00	[2]
73913	species	Methanocaldococcus vulcanius	1	2	2	2	2	2.00	0.00	[2]
1905730	species	Pectobacterium parmentieri	15	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
833	species	Fibrobacter succinogenes	2	3	3	3	3.0	3.00	0.00	[3, 3]
481743	species	Paenibacillus sp. Y412MC10	1	8	8	8	8	8.00	0.00	[8]
133539	species	Nitrosococcus halophilus	1	2	2	2	2	2.00	0.00	[2]
927	species	Halothiobacillus neapolitanus	1	2	2	2	2	2.00	0.00	[2]
2054	species	Gordonia bronchialis	3	2	2	2	2	2.00	0.00	[2, 2, 2]
80816	species	Haliangium ochraceum	1	2	2	2	2	2.00	0.00	[2]
150340	species	Vibrio antiquarius	1	11	11	11	11	11.00	0.00	[11]
29549	species	Rhodothermus marinus	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
2001	species	Streptosporangium roseum	1	6	6	6	6	6.00	0.00	[6]
65553	species	Sulfurospirillum deleyianum	1	3	3	3	3	3.00	0.00	[3]
81462	species	Thermanaerovibrio acidaminovorans	1	3	3	3	3	3.00	0.00	[3]
60920	species	Sanguibacter keddieii	1	4	4	4	4	4.00	0.00	[4]
29466	species	Veillonella parvula	7	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4, 4, 4]
186189	species	Xylanimonas cellulosilytica	1	3	3	3	3	3.00	0.00	[3]
2057	species	Sphaerobacter thermophilus	1	2	2	2	2	2.00	0.00	[2]
166501	species	Thermobaculum terrenum	1	2	2	2	2	2.00	0.00	[2]
2893572	species	Dickeya parazeae	1	7	7	7	7	7.00	0.00	[7]
28035	species	Staphylococcus lugdunensis	29	5	6	6	6	5.76	0.43	[6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 5]
713887	species	Candidatus Atelocyanobacterium thalassa	2	2	2	2	2.0	2.00	0.00	[2, 2]
125	species	Pirellula staleyi	1	1	1	1	1	1.00	0.00	[1]
884684	species	Mageeibacillus indolicus	1	2	2	2	2	2.00	0.00	[2]
191495	species	Conexibacter woesei	1	1	1	1	1	1.00	0.00	[1]
84156	species	Archaeoglobus profundus	1	1	1	1	1	1.00	0.00	[1]
905	species	Acidaminococcus fermentans	2	6	6	6	6.0	6.00	0.00	[6, 6]
62320	species	Haloterrigena turkmenica	1	3	3	3	3	3.00	0.00	[3]
1861	species	Geodermatophilus obscurus	1	3	3	3	3	3.00	0.00	[3]
2096	species	Mycoplasmoides gallisepticum	29	2	4	2	2	2.10	0.40	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2]
553	species	Pantoea ananatis	17	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
1049	species	Allochromatium vinosum	1	3	3	3	3	3.00	0.00	[3]
54261	species	Ferroglobus placidus	1	1	1	1	1	1.00	0.00	[1]
644281	species	Methanocaldococcus sp. FS406-22	1	2	2	2	2	2.00	0.00	[2]
396595	species	Thioalkalivibrio sp. K90mix	1	1	1	1	1	1.00	0.00	[1]
550	species	Enterobacter cloacae	31	5	8	8	8	7.87	0.55	[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 8, 8, 7, 8, 8]
136094	species	Thermocrinis albus	1	1	1	1	1	1.00	0.00	[1]
13769	species	Natrialba magadii	1	3	3	3	3	3.00	0.00	[3]
108150	species	Thermoanaerobacter italicus	1	4	4	4	4	4.00	0.00	[4]
379547	species	Candidatus Aciduliprofundum boonei	1	1	1	1	1	1.00	0.00	[1]
2246	species	Haloferax volcanii	1	2	2	2	2	2.00	0.00	[2]
63745	species	Sideroxydans lithotrophicus	1	2	2	2	2	2.00	0.00	[2]
118000	species	Denitrovibrio acetiphilus	1	2	2	2	2	2.00	0.00	[2]
1404	species	Priestia megaterium	47	1	21	14	14	13.66	2.55	[11, 12, 11, 17, 13, 14, 14, 13, 14, 13, 13, 14, 9, 13, 12, 21, 14, 15, 15, 1, 13, 13, 15, 15, 15, 14, 15, 15, 14, 14, 15, 15, 13, 16, 15, 14, 14, 13, 13, 12, 13, 14, 15, 15, 15, 14, 14]
50052	species	Mycoplasma crocodyli	1	2	2	2	2	2.00	0.00	[2]
2176	species	Methanohalophilus mahii	1	3	3	3	3	3.00	0.00	[3]
81468	species	Aminobacterium colombiense	1	3	3	3	3	3.00	0.00	[3]
395922	species	Coraliomargarita akajimensis	1	2	2	2	2	2.00	0.00	[2]
839	species	Xylanibacter ruminicola	2	4	4	4	4.0	4.00	0.00	[4, 4]
84980	species	Desulfotalea psychrophila	1	7	7	7	7	7.00	0.00	[7]
551760	species	Aromatoleum aromaticum	2	4	4	4	4.0	4.00	0.00	[4, 4]
779	species	Ehrlichia ruminantium	10	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
83555	species	Chlamydia abortus	11	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2257	species	Natronomonas pharaonis	1	1	1	1	1	1.00	0.00	[1]
1599	species	Latilactobacillus sakei	34	5	8	7	7.0	6.79	0.58	[7, 7, 8, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 6, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]
166935	species	Pseudoalteromonas translucida	2	9	9	9	9.0	9.00	0.00	[9, 9]
312306	species	Pseudomonas entomophila	3	7	7	7	7	7.00	0.00	[7, 7, 7]
114615	species	Bradyrhizobium sp. ORS 278	1	2	2	2	2	2.00	0.00	[2]
338565	species	Erwinia tasmaniensis	1	7	7	7	7	7.00	0.00	[7]
37692	species	Candidatus Phytoplasma mali	1	2	2	2	2	2.00	0.00	[2]
564	species	Escherichia fergusonii	67	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
33964	species	Leuconostoc citreum	8	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4]
261524	species	Mycobacterium liflandii	1	1	1	1	1	1.00	0.00	[1]
67825	species	Citrobacter rodentium	2	7	7	7	7.0	7.00	0.00	[7, 7]
1640	species	Listeria seeligeri	4	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6]
28037	species	Streptococcus mitis	9	3	4	4	4	3.89	0.31	[4, 4, 4, 3, 4, 4, 4, 4, 4]
315405	species	Streptococcus gallolyticus	9	5	7	6	6	6.00	0.47	[6, 7, 5, 6, 6, 6, 6, 6, 6]
552	species	Erwinia amylovora	24	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
40576	species	Xenorhabdus bovienii	2	7	7	7	7.0	7.00	0.00	[7, 7]
79967	species	Erwinia pyrifoliae	5	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7]
2097	species	Mycoplasmoides genitalium	6	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1]
2104	species	Mycoplasmoides pneumoniae	79	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
803	species	Bartonella quintana	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
38323	species	Bartonella henselae	14	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
158080	species	Chromohalobacter salexigens	1	5	5	5	5	5.00	0.00	[5]
29546	species	Lawsonia intracellularis	3	2	2	2	2	2.00	0.00	[2, 2, 2]
1859	species	Frankia alni	1	2	2	2	2	2.00	0.00	[2]
1643	species	Listeria welshimeri	2	6	6	6	6.0	6.00	0.00	[6, 6]
411153	species	Christiangramia forsetii	1	3	3	3	3	3.00	0.00	[3]
418699	species	Azoarcus olearius	2	4	4	4	4.0	4.00	0.00	[4, 4]
1836	species	Saccharopolyspora erythraea	3	4	4	4	4	4.00	0.00	[4, 4, 4]
1175445	species	Methanocella arvoryzae	1	3	3	3	3	3.00	0.00	[3]
28447	species	Clavibacter michiganensis	19	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
2110	species	Mycoplasmopsis agalactiae	10	1	2	2	2.0	1.90	0.30	[2, 2, 2, 1, 2, 2, 2, 2, 2, 2]
96345	species	Flavobacterium psychrophilum	20	1	6	6	6.0	5.00	2.00	[6, 6, 6, 6, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
56	species	Sorangium cellulosum	5	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4]
94624	species	Bordetella petrii	1	3	3	3	3	3.00	0.00	[3]
36809	species	Mycobacteroides abscessus	73	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
31964	species	Clavibacter sepedonicus	2	2	2	2	2.0	2.00	0.00	[2, 2]
43771	species	Corynebacterium urealyticum	6	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3, 3, 3]
584	species	Proteus mirabilis	134	1	8	7	7.0	6.90	0.73	[7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
521	species	Bordetella avium	7	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
2098	species	Metamycoplasma hominis	18	1	2	2	2.0	1.94	0.23	[2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
29447	species	Xanthomonas albilineans	6	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2]
332055	species	Sphingobium indicum	2	2	3	3	2.5	2.50	0.50	[3, 2]
1930	species	Streptomyces scabiei	1	6	6	6	6	6.00	0.00	[6]
60217	species	Shewanella violacea	1	14	14	14	14	14.00	0.00	[14]
693153	species	Vibrio atlanticus	2	8	15	8	11.5	11.50	3.50	[8, 15]
2190	species	Methanocaldococcus jannaschii	1	2	2	2	2	2.00	0.00	[2]
1744	species	Propionibacterium freudenreichii	26	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
450	species	Legionella longbeachae	7	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4, 4, 4]
217	species	Helicobacter mustelae	2	2	2	2	2.0	2.00	0.00	[2, 2]
1176649	species	Agrobacterium fabrum	18	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
29449	species	Rhizobium etli	5	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3]
120	species	Planctopirus limnophila	1	2	2	2	2	2.00	0.00	[2]
52022	species	Allomeiothermus silvanus	1	2	2	2	2	2.00	0.00	[2]
54254	species	Thermosphaera aggregans	2	1	1	1	1.0	1.00	0.00	[1, 1]
427923	species	Desulfurivibrio alkaliphilus	1	2	2	2	2	2.00	0.00	[2]
2061	species	Tsukamurella paurometabola	3	2	2	2	2	2.00	0.00	[2, 2, 2]
28199	species	Arcobacter nitrofigilis	1	4	4	4	4	4.00	0.00	[4]
480	species	Moraxella catarrhalis	12	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
88688	species	Caulobacter segnis	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
67760	species	Methanocaldococcus infernus	1	2	2	2	2	2.00	0.00	[2]
28264	species	Arcanobacterium haemolyticum	2	4	4	4	4.0	4.00	0.00	[4, 4]
379067	species	Streptomyces bingchenggensis	1	6	6	6	6	6.00	0.00	[6]
86170	species	Syntrophothermus lipocalidus	1	2	2	2	2	2.00	0.00	[2]
332249	species	Truepera radiovictrix	2	2	2	2	2.0	2.00	0.00	[2, 2]
691437	species	Geobacillus sp. C56-T3	1	8	8	8	8	8.00	0.00	[8]
84599	species	Staphylothermus hellenicus	1	1	1	1	1	1.00	0.00	[1]
136609	species	Leuconostoc kimchii	2	4	4	4	4.0	4.00	0.00	[4, 4]
624	species	Shigella sonnei	50	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
2006	species	Thermobispora bispora	2	4	4	4	4.0	4.00	0.00	[4, 4]
71667	species	Waddlia chondrophila	1	2	2	2	2	2.00	0.00	[2]
286802	species	Segniliparus rotundus	1	1	1	1	1	1.00	0.00	[1]
84378	species	Brachyspira murdochii	1	1	1	1	1	1.00	0.00	[1]
1711	species	Cellulomonas flavigena	1	2	2	2	2	2.00	0.00	[2]
2654982	species	Paraburkholderia atlantica	1	7	7	7	7	7.00	0.00	[7]
33943	species	Kyrpidia tusciae	1	5	5	5	5	5.00	0.00	[5]
921	species	Ancylobacter novellus	1	1	1	1	1	1.00	0.00	[1]
863643	species	Thermincola potens	1	3	3	3	3	3.00	0.00	[3]
583357	species	Thermoanaerobacter mathranii	1	4	4	4	4	4.00	0.00	[4]
2014	species	Nocardiopsis dassonvillei	4	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5]
1055487	species	Methylotenera versatilis	1	3	3	3	3	3.00	0.00	[3]
401619	species	Candidatus Riesia pediculicola	2	2	2	2	2.0	2.00	0.00	[2, 2]
85683	species	Salisediminibacterium selenitireducens	1	7	7	7	7	7.00	0.00	[7]
363952	species	Comamonas thiooxydans	8	2	10	9	9.0	7.38	2.87	[3, 2, 9, 9, 9, 10, 9, 8]
367488	species	Blattabacterium sp. (Periplaneta americana)	1	1	1	1	1	1.00	0.00	[1]
473531	species	Nitrosococcus watsonii	1	2	2	2	2	2.00	0.00	[2]
53399	species	Hyphomicrobium denitrificans	2	1	1	1	1.0	1.00	0.00	[1, 1]
964	species	Herbaspirillum seropedicae	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
1538	species	Clostridium ljungdahlii	1	9	9	9	9	9.00	0.00	[9]
